interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
395,3,0,1,2,0,0,0,239,62,1,240,0
396,3,0,1,2,0,0,0,239,62,0,240,0
397,3,0,1,2,0,0,0,238,63,0,238,0
398,3,1,0,2,0,0,0,238,63,0,238,0
399,2,0,0,2,0,0,0,237,64,0,237,0
400,76,0,0,2,67,7,1,236,17,0,237,0
401,3,0,1,2,0,0,0,236,17,0,234,0
402,2,0,1,1,0,0,0,234,19,0,234,0
403,3,0,1,2,0,0,0,234,19,0,234,0
404,2,0,0,2,0,0,1,234,20,1,234,0
405,3,0,1,2,0,0,0,234,20,0,234,0
406,3,0,1,2,0,0,0,233,21,0,233,0
407,3,0,1,2,0,0,0,233,21,0,233,0
408,2,0,0,2,0,0,0,233,21,0,233,0
409,2,0,1,1,0,0,0,236,22,5,237,0
410,3,1,0,2,0,0,0,236,22,0,237,0
411,2,0,1,1,0,0,0,236,22,0,237,0
412,3,0,1,2,0,0,0,235,23,0,237,0
413,2,0,0,2,0,0,0,235,23,0,235,0
414,3,0,1,2,0,0,0,234,24,0,235,0
415,2,0,0,2,0,0,0,234,24,0,233,0
416,2,0,0,2,0,0,1,232,26,0,233,0
417,2,0,0,2,0,0,1,229,29,0,228,0
418,2,0,0,2,0,0,1,228,30,0,228,0
419,2,0,1,1,0,0,0,228,30,0,228,0
420,2,0,1,1,0,0,0,227,31,0,228,0
421,2,0,1,1,0,0,0,226,32,0,225,0
422,2,0,1,1,0,0,0,224,34,0,225,0
423,2,0,0,2,0,0,0,223,35,0,220,0
424,2,0,1,1,0,0,0,220,38,0,220,0
425,2,0,1,1,0,0,0,219,39,0,215,0
426,2,0,0,2,0,0,0,213,45,0,215,0
427,2,0,1,1,0,0,0,213,45,0,212,0
428,2,0,1,1,0,0,0,212,46,0,212,0
429,2,0,1,1,0,0,1,213,47,2,212,0
430,2,0,1,1,0,0,0,212,48,0,212,0
431,2,0,1,1,0,0,0,212,48,0,212,0
432,2,0,0,2,0,0,0,212,48,0,212,0
433,2,0,1,1,0,0,0,212,48,0,212,0
434,2,0,1,1,0,0,0,212,48,0,212,0
435,2,0,0,2,0,0,1,212,48,0,212,0
436,2,0,0,2,0,0,0,217,48,6,217,0
437,3,0,1,2,0,0,0,217,48,0,217,0
438,2,0,0,2,0,0,0,217,48,0,217,0
439,2,0,1,1,0,0,0,217,48,0,217,0
440,48,0,1,1,39,7,0,218,27,2,218,0
441,1,0,0,1,0,0,0,219,27,1,219,0
442,2,0,0,2,0,0,0,220,27,1,220,0
443,2,0,1,1,0,0,0,221,27,1,221,0
444,2,0,0,2,0,0,0,223,27,2,223,0
445,2,0,1,1,0,0,0,223,27,0,223,0
446,2,0,0,2,0,0,0,221,29,0,220,0
447,2,0,0,2,0,0,0,219,31,0,220,0
448,3,1,0,2,0,0,0,217,35,2,217,0
449,2,0,0,2,0,0,1,216,36,0,217,0
450,2,0,1,1,0,0,0,214,38,0,213,0
451,2,0,0,2,0,0,0,213,40,2,213,0
452,2,0,1,1,0,0,0,213,40,0,213,0
453,2,0,1,1,0,0,0,213,40,0,213,0
454,2,0,0,2,0,0,0,213,40,0,213,0
455,2,0,1,1,0,0,0,213,40,0,213,0
456,2,0,1,1,0,0,0,214,40,1,214,0
457,2,0,0,2,0,0,0,214,40,0,214,0
458,2,0,1,1,0,0,0,215,40,1,215,0
459,2,0,1,1,0,0,0,218,40,3,218,0
460,2,0,1,1,0,0,0,218,40,0,218,0
461,2,1,0,1,0,0,0,218,40,0,218,0
462,2,0,1,1,0,0,0,218,40,0,218,0
463,2,0,1,1,0,0,0,218,40,0,218,0
464,2,0,1,1,0,0,0,218,40,0,218,0
